Invoice ID,Date,Customer Name,Customer Email,Product,Category,Quantity,Price Per Unit (BDT),Payment Method,City,Total Price
5fb8d16c-2720-497d-b2eb-d6899be578c7,2025-04-05,অর্ক বন্দোপাধ্যায়,hmrdhaa@example.com,Detergent,Household,15,50,Mobile Payment,Khulna,750
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,2024-10-10,অশোক পাল,daasrinaa@example.org,Toothpaste,Household,12,30,Debit Card,Sylhet,360
c40db9b4-885f-4e66-82b6-d2c5fa5d3100,2024-07-31,রাজু দত্ত,aarunni96@example.org,Smartphone,Electronics,20,10860,Debit Card,Rajshahi,217200
badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-03-07,শেখর ব্যানার্জি,cbaagcii@example.net,T-shirt,Clothing,15,1794,Cash on Delivery,Sylhet,26910
3985c3cf-3f76-4e1d-9efa-21977394988f,2024-07-07,আকাশ কাদের,aakaashcndr@example.net,Notebook,Stationery,8,70,Mobile Payment,Dhaka,560
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,2025-05-30,মিলন তালুকদার,ekraamulhosaain@example.org,Jeans,Clothing,2,2130,Mobile Payment,Rangpur,4260
ef7ddc76-b92d-422b-a1df-306f8a0b3c33,2025-05-21,মিম পাল,mraay@example.org,Detergent,Household,3,50,Debit Card,Mymensing,150
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,2024-11-24,রাশেদুল আক্তার,ghosskeyaa@example.net,Jeans,Clothing,21,2130,Cash on Delivery,Rangpur,44730
1bf90e27-dc96-425e-8cf3-a17156dc8907,2024-09-17,অজয় রাও,bmukhaarji@example.org,Rice Cooker,Appliances,5,5772,Mobile Payment,Khulna,28860
dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,2025-06-06,প্রদ্যুম্ন সরকার,kaantshaarmin@example.net,Jeans,Clothing,24,2130,Mobile Payment,Rangpur,51120
17e011b7-f810-4383-83c7-2ba8d605e770,2025-06-07,জনা বেগম,ehosaain@example.org,Pen,Stationery,13,92,Mobile Payment,Rajshahi,1196
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,2024-08-15,আবু হক,brsstti46@example.net,T-shirt,Clothing,17,1794,Cash on Delivery,Chittagong,30498
c88a618e-fed4-457d-bb02-6576f512c4c3,2025-01-14,মাধুরী ঠাকুর,naadimminyaa@example.org,Laptop,Electronics,4,65795,Debit Card,Khulna,263180
0f9aea4b-8acd-4e10-bc59-4585944528c0,2025-03-30,আদি আক্তার,hrhmaan@example.org,Electric Kettle,Appliances,20,2095,Credit Card,Rangpur,41900
14822f53-8201-4c62-b5f5-9b220e8fa8e0,2025-05-09,অভিষেক গঙ্গোপাধ্যায়,keyaabndopaadhyaay@example.net,Electric Kettle,Appliances,20,2095,Cash on Delivery,Sylhet,41900
0a2c827e-9832-4856-9434-0a033f07f814,2025-02-08,জগদীশ সিনহা,iusuph35@example.org,Notebook,Stationery,1,70,Credit Card,Sylhet,70
abf3e3fc-2181-4d25-a552-38a643ff5011,2025-02-18,রাশেদুল মজুমদার,praamaanikbinaa@example.net,Toothpaste,Household,4,30,Mobile Payment,Rangpur,120
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2024-07-11,আরুণি সরকার,ashok51@example.org,T-shirt,Clothing,15,1794,Credit Card,Sylhet,26910
702cdd20-2862-48b8-88f4-ef125e9953d2,2025-05-02,আয়ুশি সিনহা,ghossshaant@example.org,Notebook,Stationery,6,70,Credit Card,Sylhet,420
1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,2025-03-28,আমায়া মৃধা,jobaaydaa35@example.org,Notebook,Stationery,20,70,Debit Card,Khulna,1400
439472e6-da58-4e8a-a25d-6b29afffcfd2,2024-12-26,নন্দিতা চৌধুরী,khaatunenaamul@example.org,Toothpaste,Household,6,30,Credit Card,Mymensing,180
217d65a0-c568-41cd-9563-f61600e85ece,2025-02-15,ইমতিয়াজ মন্ডল,hpraamaanik@example.org,Rice Cooker,Appliances,1,5772,Credit Card,Mymensing,5772
e767dcea-b0e6-4969-a213-42b0f1eedba3,2024-08-09,অনিন্দিতা মজুমদার,nishitaabsu@example.org,Detergent,Household,8,50,Credit Card,Rajshahi,400
eededb07-e623-4689-9d59-cd2a4eea04e7,2025-04-18,আজাদ আবদুল্লাহ,aajmpoddaar@example.com,Pen,Stationery,3,92,Credit Card,Barishal,276
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2024-11-17,ইশিতা পাল,jgdiishraao@example.org,Smartphone,Electronics,18,10860,Debit Card,Khulna,195480
550a1b46-ecab-4301-bc8f-7d292dea9493,2025-04-12,করিম খান,shubhmishr@example.org,Rice Cooker,Appliances,18,5772,Debit Card,Sylhet,103896
33173470-38f1-4a81-b87f-2425dbccc477,2025-04-26,বাঁধন মৃধা,saumymoddl@example.net,Notebook,Stationery,20,70,Cash on Delivery,Rajshahi,1400
475287aa-5408-49ac-a601-ddd03170f437,2025-05-14,সৌমিক মৃধা,raajiyaa86@example.net,Notebook,Stationery,24,70,Debit Card,Sylhet,1680
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2025-06-12,আবির মৃধা,aaktaaraamoddl@example.org,Electric Kettle,Appliances,22,2095,Mobile Payment,Barishal,46090
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2025-03-22,প্রিয়াঙ্কা উদ্দিন,mitrshubhshrii@example.org,Notebook,Stationery,15,70,Credit Card,Rajshahi,1050
6fa17735-b572-43d0-8b5c-ea6a41357e8c,2024-06-13,হৈমন্তী বিশ্বাস,nishitaa15@example.net,Jeans,Clothing,3,2130,Mobile Payment,Dhaka,6390
1fe771d6-d917-4793-a9d3-c2e6505cc686,2025-03-19,শহিদুল মৃধা,zdeb@example.net,Pen,Stationery,18,92,Debit Card,Rajshahi,1656
311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,2024-11-23,কাবেরি দাস,keyaa80@example.com,Laptop,Electronics,3,65795,Credit Card,Rajshahi,197385
c9277d9b-6e0d-4648-b5ce-884149732d6c,2025-01-24,প্রিয়াঙ্কা শুক্লা,raali@example.org,Smartphone,Electronics,2,10860,Mobile Payment,Chittagong,21720
e6b3c944-cb32-4e35-b922-bac282dc4c8e,2025-04-18,ইমতিয়াজ তালুকদার,alokaa95@example.org,Notebook,Stationery,8,70,Mobile Payment,Barishal,560
3c20592f-c04a-46c4-b3b6-3fe1d1843324,2025-03-01,কাফি বিশ্বাস,aanndkumaar@example.org,Jeans,Clothing,18,2130,Debit Card,Barishal,38340
d98868dd-9c7c-4377-b9a2-8903fbe33b24,2025-04-07,প্রদ্যুম্ন মোড়ল,annyaahuraairaa@example.com,Jeans,Clothing,16,2130,Cash on Delivery,Rajshahi,34080
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,2024-06-15,আরিয়া উদ্দিন,jgdiishislaam@example.org,Smartphone,Electronics,4,10860,Cash on Delivery,Mymensing,43440
d92c9227-eadf-4085-bfcb-75468eb22579,2024-07-30,আলিয়া মন্ডল,priyaangkaa98@example.com,Electric Kettle,Appliances,14,2095,Cash on Delivery,Dhaka,29330
722764e6-8c41-461b-a827-a1b9d4a02e53,2025-05-27,রাজু যাদব,aajm48@example.com,Smartphone,Electronics,2,10860,Cash on Delivery,Mymensing,21720
709b7d97-464c-44af-bd3f-3799a07295e9,2024-07-13,নাইম বিশ্বাস,raashed58@example.org,Smartphone,Electronics,8,10860,Debit Card,Rajshahi,86880
620e99d3-3b33-43d8-a69c-d696236c7b87,2025-03-09,তুষার গঙ্গোপাধ্যায়,vraay@example.net,Notebook,Stationery,15,70,Debit Card,Rangpur,1050
34f3193c-0ff0-455c-aa70-2e2f7746d0ba,2025-05-02,মুশফিক আলি,ajaamaan@example.com,T-shirt,Clothing,9,1794,Cash on Delivery,Rajshahi,16146
da7b9095-63d6-4a39-80e3-befd4c71e0fe,2025-05-25,রহিম মিঞা,rinaahosaain@example.com,Smartphone,Electronics,15,10860,Credit Card,Dhaka,162900
638c254c-076e-4bba-bc53-08bf6f92f25e,2024-10-21,কাবেরি দত্ত,nbsu@example.net,Notebook,Stationery,1,70,Credit Card,Rajshahi,70
978648f8-64de-42e6-a82c-7d7b06e745f9,2025-01-18,অদৃতা ঘোষ,dbaagcii@example.org,T-shirt,Clothing,14,1794,Cash on Delivery,Barishal,25116
53cd6268-610c-4373-8299-9aa40cdf742b,2024-09-03,প্রিয়াঙ্কা মজুমদার,waacaaryy@example.com,Jeans,Clothing,13,2130,Credit Card,Khulna,27690
78660765-14f7-4e8d-95bc-b8d04094dded,2024-06-20,সাব্বির চৌধুরী,saumy10@example.org,Electric Kettle,Appliances,1,2095,Cash on Delivery,Sylhet,2095
d6d7b3b8-3309-4d35-bf4d-f561f319c125,2024-06-20,ইশিতা পাল,milaabyaanaarji@example.net,Rice Cooker,Appliances,10,5772,Cash on Delivery,Barishal,57720
b31022f0-770c-4798-b7cc-863bf2a03459,2024-09-20,বৃষ্টি বেগম,sinmuntaasir@example.org,T-shirt,Clothing,7,1794,Mobile Payment,Rajshahi,12558
4fdc6e1b-edcb-4cb6-8692-dc639424aed5,2025-01-22,কাবেরি মুখার্জি,prtyytaalukdaar@example.org,Laptop,Electronics,19,65795,Credit Card,Mymensing,1250105
d9acd158-4d34-45c5-85c1-4eb4b27b3d90,2025-03-05,আশা কান্ত,aashaaltaa65@example.org,Laptop,Electronics,2,65795,Cash on Delivery,Khulna,131590
033d2bce-575a-4d2c-a5c5-650c8186a576,2025-05-08,শাহজাহান আলম,obos@example.com,Laptop,Electronics,17,65795,Credit Card,Khulna,1118515
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,2025-03-24,আশ্বিনী সিনহা,buddin@example.net,Smartphone,Electronics,20,10860,Credit Card,Rajshahi,217200
da09dfa0-5282-4d80-84b5-91f797ac6aa8,2024-09-16,আজম আক্তার,wtaalukdaar@example.com,Electric Kettle,Appliances,4,2095,Debit Card,Dhaka,8380
6105716b-ab0e-464e-9c3e-b2d591e1aa96,2024-10-21,রুদ্র মজুমদার,rinaajaamaan@example.com,Pen,Stationery,3,92,Cash on Delivery,Mymensing,276
4797b2c9-5720-4246-8223-623bcc3ebdde,2025-05-20,নিশিতা আচার্য্য,milncaudhurii@example.net,Detergent,Household,7,50,Mobile Payment,Rajshahi,350
c2171429-8e20-4724-bd13-7018680bac63,2024-09-14,শাহাবাজ মন্ডল,fmrdhaa@example.com,Detergent,Household,13,50,Debit Card,Sylhet,650
3e493f43-b118-468d-a786-d50638ba8abc,2024-10-09,শুভশ্রী বর্মন,bpaanndde@example.net,Rice Cooker,Appliances,11,5772,Credit Card,Dhaka,63492
b3ee4d3b-5a10-4129-94ae-bd1b8ce6424d,2024-12-06,বাকের মৃধা,raajuaabdullaah@example.com,Rice Cooker,Appliances,20,5772,Credit Card,Chittagong,115440
f36cb62b-892e-4161-be2d-740a1e9b23bc,2025-04-05,ইজাজ বিশ্বাস,mimsinhaa@example.net,Notebook,Stationery,7,70,Mobile Payment,Khulna,490
864e9a13-c29c-4c0c-ba02-eaec96ef2ad6,2025-01-30,আব্বাস বিশ্বাস,aabu52@example.com,Toothpaste,Household,3,30,Debit Card,Mymensing,90
2067bdac-88bd-43d1-b540-b30e039f3a25,2024-09-27,আদি সরকার,arghy71@example.org,Detergent,Household,6,50,Cash on Delivery,Sylhet,300
7a8d03aa-782a-45e0-88ca-765192f5df7b,2024-12-01,তন্ময় আক্তার,minaa11@example.com,Pen,Stationery,21,92,Credit Card,Sylhet,1932
a1235a8c-93b7-4886-92f7-0c977de31a51,2025-03-06,চয়ন প্রামানিক,miln31@example.net,Smartphone,Electronics,5,10860,Mobile Payment,Chittagong,54300
989bc4da-9b37-422b-aa8a-616fc3b290d0,2025-04-16,ডলি রায়,caaoyaal@example.com,Smartphone,Electronics,24,10860,Debit Card,Sylhet,260640
6dc7cac7-fd72-4050-96a9-954fdc33e1f9,2024-10-09,অন্তরা চ্যাটার্জি,phaarihaajaamaan@example.com,Detergent,Household,20,50,Debit Card,Mymensing,1000
3d67cde9-2834-44c0-94c8-b3b4a911d192,2024-08-19,অলোকা প্রামানিক,raaybaandhn@example.net,Jeans,Clothing,22,2130,Mobile Payment,Barishal,46860
085b15fb-4a8f-4810-b84c-2f29980402a2,2024-09-10,নাইম মন্ডল,haakimishtiyaak@example.net,Detergent,Household,2,50,Credit Card,Rangpur,100
ef04e57d-cdcc-433a-a943-4aa096fc734d,2024-08-28,ইকবাল কাদের,imtiyaajmishr@example.org,Detergent,Household,2,50,Credit Card,Mymensing,100
4ebfa5c3-cae9-44a7-aa79-ea680f44704f,2025-01-30,নাইম মন্ডল,uddinbaaker@example.net,T-shirt,Clothing,21,1794,Mobile Payment,Khulna,37674
801ef1da-45b1-4d25-b153-3ae8670acc5c,2025-01-08,মিলা তালুকদার,taabaassummushphik@example.net,Rice Cooker,Appliances,18,5772,Cash on Delivery,Dhaka,103896
3a9aca5e-1761-42ed-869f-14f140181c6e,2025-03-01,আতাহার হাকিম,shubhshrii02@example.com,Smartphone,Electronics,3,10860,Debit Card,Dhaka,32580
ea83bf00-7135-4221-a6c9-537f84dad06a,2024-09-29,শুভ সিং,kaadershaahjaahaan@example.com,Toothpaste,Household,19,30,Debit Card,Rangpur,570
1ac70ec0-ab8d-4eb4-9230-dfbd5553b2fe,2025-05-12,মিলন মিশ্র,qkaant@example.com,T-shirt,Clothing,2,1794,Mobile Payment,Mymensing,3588
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,2024-12-06,কুনাল মৃধা,raaj68@example.org,Laptop,Electronics,12,65795,Debit Card,Rajshahi,789540
764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,2024-11-20,তনয় সরকার,phaujiyaa77@example.org,Smartphone,Electronics,12,10860,Cash on Delivery,Khulna,130320
218a1536-8c99-4894-845d-cc38341c6494,2025-06-08,রাসেল মন্ডল,mnddlmehjaabin@example.net,Jeans,Clothing,6,2130,Debit Card,Rangpur,12780
288b78b5-b5b4-43ca-bd42-993ccc9fd334,2024-10-11,অদৃতা সরকার,ode@example.org,Laptop,Electronics,6,65795,Mobile Payment,Rangpur,394770
a5d04d53-1e12-42e3-b272-92b6762172ed,2025-05-02,রুদ্র প্রধান,khushi77@example.org,Jeans,Clothing,9,2130,Debit Card,Chittagong,19170
6232b17a-2507-4181-8d1f-b54074eff545,2024-08-26,লতা চন্দ্র,sinhaakhushi@example.com,Electric Kettle,Appliances,2,2095,Cash on Delivery,Rajshahi,4190
44656d6b-81fb-48b3-89a7-d91fef2ae713,2025-04-27,প্রিয় মৃধা,cyaadb@example.net,Jeans,Clothing,15,2130,Mobile Payment,Sylhet,31950
8d4a75b8-551a-48ea-985a-0afa7bfdcc12,2025-04-05,কাবেরি মন্ডল,prshaant39@example.com,Jeans,Clothing,8,2130,Credit Card,Rajshahi,17040
69288e92-c68a-452f-9b23-aa8c3bcabf85,2024-06-29,রাজু হক,fyaadb@example.org,Electric Kettle,Appliances,11,2095,Mobile Payment,Chittagong,23045
9716108e-f721-49bb-8096-27182051acef,2024-10-19,আব্বাস কাদের,aalmaadi@example.net,Detergent,Household,12,50,Cash on Delivery,Mymensing,600
a79fbfaf-def5-4689-a8f4-5bce24e75e8e,2024-08-11,প্রদীপ মৃধা,phaujiyaa61@example.com,Laptop,Electronics,4,65795,Mobile Payment,Khulna,263180
889b78d5-dbfd-497e-aca2-b148da330aa1,2024-11-07,রুদ্র আক্তার,rhmaanmehjaabin@example.net,Pen,Stationery,9,92,Credit Card,Chittagong,828
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,2025-03-30,জগদীশ তালুকদার,aalikunaal@example.net,Pen,Stationery,14,92,Mobile Payment,Mymensing,1288
0bc61066-0769-465f-a746-ccb94ca9cf07,2024-10-16,অন্তরা আওয়াল,ahnaa62@example.org,Electric Kettle,Appliances,20,2095,Credit Card,Rangpur,41900
ae8a7813-90e0-495b-a97c-392387fa841a,2025-04-16,চঞ্চল দাস,mishrnusraat@example.net,Pen,Stationery,7,92,Mobile Payment,Dhaka,644
9549c931-e9af-499d-bf67-1eec3da70577,2024-08-07,প্রদ্যুম্ন পোদ্দার,qmrdhaa@example.org,Electric Kettle,Appliances,1,2095,Debit Card,Mymensing,2095
e6b5a92c-771a-4655-8dfc-6ee0e61ede90,2024-10-02,হৈমন্তী দত্ত,aalishaahaabaaj@example.net,Electric Kettle,Appliances,3,2095,Mobile Payment,Mymensing,6285
6c9f82b9-f647-4986-a391-7c994c955f6a,2025-03-08,রাশেদুল মৃধা,annyaaminyaa@example.org,Smartphone,Electronics,24,10860,Mobile Payment,Sylhet,260640
5be4bf51-9269-4698-a1a1-17293cb98350,2025-01-22,নাইম চৌধুরী,asinhaa@example.net,Electric Kettle,Appliances,11,2095,Cash on Delivery,Sylhet,23045
bea29dfe-c73f-4e1b-af90-8e3cdd750e98,2024-07-02,রিনা প্রধান,taasphiyaabyaanaarji@example.org,Notebook,Stationery,5,70,Debit Card,Rangpur,350
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,2025-03-03,আলিয়া হুরাইরা,aacaaryymuntaasir@example.com,Electric Kettle,Appliances,22,2095,Debit Card,Sylhet,46090
bb7bee03-5d67-4bb1-945e-f2e4088a93ec,2024-08-03,আয়ুষ মজুমদার,mraao@example.org,Electric Kettle,Appliances,18,2095,Credit Card,Sylhet,37710
f8b38a8b-e05f-48bc-8a16-a06cc958e75e,2024-11-02,মাধু মৃধা,ikbaalminyaa@example.com,Detergent,Household,7,50,Cash on Delivery,Mymensing,350
cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,2024-07-27,অর্না প্রামানিক,aaliyaabsu@example.org,Rice Cooker,Appliances,15,5772,Cash on Delivery,Rajshahi,86580
43b38eb4-0390-4c5d-a502-d6a2ca6a2224,2025-01-07,প্রদ্যুম্ন মজুমদার,aaphiyaa65@example.org,Notebook,Stationery,16,70,Debit Card,Chittagong,1120
066803ee-78b2-4549-bbdb-c09eacc216a0,2025-02-08,ঋষিতা সিনহা,rojinaacyaattaarji@example.net,Detergent,Household,17,50,Mobile Payment,Chittagong,850
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,2024-10-08,দূর্গা চট্টোপাধ্যায়,tnmysinhaa@example.com,Jeans,Clothing,22,2130,Mobile Payment,Rajshahi,46860
18e19331-1dba-4267-be1c-a5a1fef518a6,2024-09-12,আমায়া মোড়ল,qbrmn@example.net,Jeans,Clothing,5,2130,Credit Card,Dhaka,10650
6b4be411-8a4a-4e2d-b22b-5b98b24cc64f,2025-01-27,ইশতিয়াক মোড়ল,hktaamaannaa@example.com,Jeans,Clothing,16,2130,Credit Card,Barishal,34080
08601833-479d-4cda-b396-ea37f065c817,2025-03-08,তুষার হাকিম,xrhmaan@example.org,Electric Kettle,Appliances,21,2095,Debit Card,Rangpur,43995
8b621d41-5e09-49ee-af88-bdecfb1e143b,2025-05-29,ঈশানি গাঙ্গুলি,msinhaa@example.org,Rice Cooker,Appliances,13,5772,Debit Card,Khulna,75036
74685b98-d2fe-4fde-9918-b3e5f2f25eef,2024-07-18,আরুণি কুমার,daashguptaaaanis@example.org,Laptop,Electronics,4,65795,Cash on Delivery,Rajshahi,263180
11906f50-3488-4a46-9088-2eafc9776598,2025-05-01,সুরভি সুলতানা,aataahaarde@example.org,T-shirt,Clothing,23,1794,Cash on Delivery,Dhaka,41262
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,2024-09-28,ইশতিয়াক তাবাসসুম,jydiip10@example.org,Notebook,Stationery,8,70,Credit Card,Barishal,560
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,2024-09-13,প্রিয়াঙ্কা কুমার,ishtiyaakgaangguli@example.org,T-shirt,Clothing,15,1794,Mobile Payment,Barishal,26910
1d181ee9-86ad-4a8c-abc4-123ebde13c1b,2025-03-29,প্রদীপ মন্ডল,alokaa91@example.com,Pen,Stationery,24,92,Cash on Delivery,Barishal,2208
9d77a45e-f206-4269-b8b7-7c0780fb9296,2024-06-29,সাবের মৃধা,dmnddl@example.com,T-shirt,Clothing,24,1794,Cash on Delivery,Barishal,43056
afa415e5-6d20-4496-a6d0-6371d8e88ebb,2024-07-24,মিলা তালুকদার,daastaasphiyaa@example.org,Detergent,Household,8,50,Mobile Payment,Barishal,400
9fd34579-4667-42ce-a04e-178c10d08d11,2025-02-13,সুরভি বন্দোপাধ্যায়,dgnggopaadhyaay@example.net,Jeans,Clothing,9,2130,Cash on Delivery,Chittagong,19170
cb08587d-1963-426d-ae21-8b099afd4015,2025-03-12,মৃত্যুঞ্জয় সরকার,nishitaaaaoyaal@example.org,Detergent,Household,8,50,Mobile Payment,Mymensing,400
74188109-d3d1-4f0f-96c4-38e469efafb1,2024-11-14,আব্বাস মিঞা,qtthaakur@example.com,Toothpaste,Household,18,30,Credit Card,Khulna,540
afd380c4-2713-482c-b41e-a3ac5fd23109,2025-06-06,অর্না তালুকদার,denishitaa@example.org,T-shirt,Clothing,8,1794,Cash on Delivery,Khulna,14352
cfd01cbd-5f65-48ce-bd21-bc11be9d61ee,2024-08-02,অনিন্দিতা সিনহা,rudr65@example.net,Jeans,Clothing,3,2130,Cash on Delivery,Rangpur,6390
de3b496f-6c45-46f6-8012-a0fff0ede303,2025-06-03,আসাদ মৃধা,shhidul19@example.net,Toothpaste,Household,18,30,Cash on Delivery,Rangpur,540
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,2024-09-08,আব্বাস আবদুল্লাহ,raaj49@example.org,Laptop,Electronics,7,65795,Cash on Delivery,Rangpur,460565
8f9b72ae-d85c-46bd-adda-4f8dcea60f4c,2025-04-07,আতাহার হক,aabir24@example.net,Pen,Stationery,23,92,Credit Card,Rangpur,2116
56febfb9-ebe9-4207-8f19-9ec0c32d4526,2024-10-27,তন্ময় প্রামানিক,jcttttopaadhyaay@example.net,Rice Cooker,Appliances,1,5772,Mobile Payment,Sylhet,5772
177d6e7e-07d9-44ce-b8c8-8faea2178f84,2025-03-29,আরুণি মোড়ল,vaalm@example.org,Electric Kettle,Appliances,14,2095,Debit Card,Barishal,29330
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,2025-04-10,অনন্যা গাঙ্গুলি,aashutosskaant@example.net,Jeans,Clothing,9,2130,Cash on Delivery,Barishal,19170
a974d079-716f-4a0a-85a8-882914e286e5,2024-11-24,মিলা মোড়ল,sushaant81@example.com,Laptop,Electronics,13,65795,Mobile Payment,Rangpur,855335
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,2025-03-03,রিনা রায়,tnmy36@example.net,T-shirt,Clothing,15,1794,Debit Card,Dhaka,26910
4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,2024-09-03,আলিয়া আক্তার,raayhaan10@example.com,Electric Kettle,Appliances,19,2095,Credit Card,Chittagong,39805
2112507c-2cfa-45b0-ae3f-683abf3c5140,2024-11-07,আশালতা সরকার,priy60@example.com,Electric Kettle,Appliances,5,2095,Cash on Delivery,Khulna,10475
13eecdc6-ebd1-4d2c-b5b2-745504cc3ede,2025-05-13,শুভ হক,hgaangguli@example.com,Laptop,Electronics,9,65795,Cash on Delivery,Mymensing,592155
2bffe17b-5324-41fc-b758-dce20556daea,2025-04-20,মিনা বর্মন,begmshubh@example.org,Jeans,Clothing,15,2130,Mobile Payment,Mymensing,31950
862268d1-6683-4107-96c0-44d06f887f28,2024-07-13,বাকের মিঞা,raashedraay@example.org,Electric Kettle,Appliances,9,2095,Cash on Delivery,Sylhet,18855
87d5b7be-1d30-4990-a21b-030782af085c,2024-12-28,সৌমিক বসু,rojinaa23@example.org,Smartphone,Electronics,16,10860,Credit Card,Dhaka,173760
2c6a6e9a-3280-47a1-8187-222b257d5e52,2025-02-01,অভিষেক দাস,wislaam@example.net,Toothpaste,Household,8,30,Credit Card,Dhaka,240
ae5ec365-72eb-4474-9458-054ec2874f06,2025-06-06,প্রিয়াঙ্কা বন্দোপাধ্যায়,priyticttttopaadhyaay@example.com,Laptop,Electronics,8,65795,Debit Card,Dhaka,526360
cbdc4318-4d85-43d2-a1a2-748571348c2a,2024-09-27,অন্তরা বসু,cndrbipaashaa@example.com,Pen,Stationery,5,92,Debit Card,Khulna,460
d4ea120a-5e65-4654-8e90-58b609a0a0f6,2024-10-02,মৃত্যুঞ্জয় তালুকদার,lislaam@example.net,Rice Cooker,Appliances,22,5772,Credit Card,Rajshahi,126984
e5582e16-bd29-4de9-8ab4-923bf4488385,2024-06-28,কাজল মজুমদার,jrhmaan@example.org,Rice Cooker,Appliances,23,5772,Mobile Payment,Mymensing,132756
e62d2d06-cf9b-4558-9a7f-195b73557b9d,2025-05-04,অভি ইসলাম,praamaanikpriyti@example.com,T-shirt,Clothing,20,1794,Credit Card,Khulna,35880
28a39779-9c1c-4517-85d2-d0a686295b5d,2024-11-01,প্রিয় হক,rpaal@example.net,Detergent,Household,4,50,Credit Card,Sylhet,200
a5b5cdc2-a181-485e-8a0a-c6ac0d67d38e,2024-10-20,কুনাল তালুকদার,qkumaar@example.net,Pen,Stationery,22,92,Cash on Delivery,Rangpur,2024
